id,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
12569,22,15,31,998,SE,14.3,0,0
12570,27,16,30,998,SE,17.43,0,0
12571,28,17,29,999,SE,20.56,0,0
12572,40,18,27,1000,SE,24.58,0,0
12573,29,18,25,1001,SE,28.6,0,0
12574,33,19,24,1001,SE,31.73,0,0
12575,47,19,24,1002,SE,34.86,0,0
12576,53,19,23,1002,SE,36.65,0,0
12577,86,19,21,1003,SE,38.44,0,0
12578,151,19,20,1003,cv,0.89,0,0
12579,210,18,20,1004,SE,1.79,0,0
12580,188,18,19,1004,NW,0.89,0,0
12581,176,18,19,1004,NW,2.68,0,0
12582,184,19,21,1005,NE,0.89,0,0
12583,190,19,23,1005,cv,0.89,0,0
12584,196,19,24,1005,cv,1.78,0,0
12585,189,19,25,1005,cv,3.57,0,0
12586,165,19,27,1005,cv,4.46,0,0
12587,152,18,30,1004,SE,1.79,0,0
12588,126,17,30,1003,cv,0.89,0,0
12589,111,17,32,1002,SE,3.13,0,0
12590,112,16,32,1002,SE,6.26,0,0
12591,106,13,33,1001,SE,12.07,0,0
12592,76,15,32,1001,SE,16.09,0,0
12593,67,16,32,1000,SE,19.22,0,0
12594,92,13,31,1000,SE,24.14,0,0
12595,62,15,29,1000,SE,28.16,0,0
12596,75,15,29,1000,SE,31.29,0,0
12597,96,17,27,1000,SE,33.08,0,0
12598,123,18,25,1001,SE,34.87,0,0
12599,119,18,26,1001,SE,36.66,0,0
12600,121,18,25,1000,SE,38.45,0,0
12601,121,19,24,1000,SE,41.58,0,0
12602,121,19,23,1000,SE,45.6,0,0
12603,108,18,22,1000,cv,0.89,0,0
12604,117,19,22,1000,SE,1.79,0,0
12605,176,18,22,1000,SE,3.58,0,0
12606,199,18,23,1000,SE,7.6,0,0
12607,185,17,24,1001,cv,1.79,0,0
12608,173,17,25,1001,cv,2.68,0,0
12609,172,18,26,1000,cv,3.57,0,0
12610,141,18,28,1000,SE,1.79,0,0
12611,130,18,30,1000,SE,3.58,0,0
12612,132,16,32,999,cv,1.79,0,0
12613,117,14,34,998,SE,5.81,0,0
12614,91,13,35,997,SE,12.96,0,0
12615,83,12,35,997,SE,20.11,0,0
12616,71,13,35,996,SE,25.92,0,0
12617,80,12,33,997,SE,31.73,0,0
12618,92,13,33,997,SE,36.65,0,0
12619,80,15,25,1001,NE,7.15,0,0
12620,48,16,23,1002,NE,12.96,0,1
12621,64,17,23,1003,NE,14.75,0,2
12622,74,18,22,1003,NE,17.88,0,0
12623,84,18,21,1003,SE,4.02,0,0
12624,96,18,21,1004,SE,7.15,0,0
12625,122,18,20,1004,SE,10.28,0,0
12626,53,18,20,1003,SE,12.07,0,0
12627,52,18,19,1003,SE,13.86,0,0
12628,57,17,20,1003,cv,0.89,0,0
12629,87,18,19,1003,cv,1.78,0,0
12630,95,18,20,1004,SE,1.79,0,0
12631,109,17,21,1004,cv,0.89,0,0
12632,96,18,22,1004,cv,1.78,0,0
12633,91,18,24,1005,cv,3.57,0,0
12634,82,18,26,1004,cv,5.36,0,0
12635,73,18,27,1004,cv,6.25,0,0
12636,81,18,27,1003,SE,3.13,0,0
12637,67,17,28,1002,SE,4.92,0,0
12638,74,16,29,1001,cv,3.13,0,0
12639,85,17,29,1000,SE,5.81,0,0
12640,29,15,22,1002,SE,12.96,0,0
12641,25,14,22,1002,SE,16.09,0,0
12642,39,15,22,1003,cv,0.89,0,0
12643,27,15,22,1004,SE,1.79,0,0
12644,33,16,21,1005,cv,0.89,0,0
12645,43,16,21,1005,cv,1.78,0,0
12646,55,16,21,1006,NE,1.79,0,0
12647,48,14,22,1007,NW,4.02,0,1
12648,20,13,21,1007,NW,8.04,0,0
12649,16,13,20,1007,NW,9.83,0,0
12650,18,14,18,1006,NE,0.89,0,0
12651,14,14,18,1006,NW,1.79,0,0
12652,12,13,19,1006,NW,2.68,0,0
12653,18,15,17,1007,cv,0.89,0,0
12654,10,15,19,1007,NE,0.89,0,0
12655,19,13,23,1008,NW,1.79,0,0
12656,15,13,24,1008,NW,4.92,0,0
12657,12,13,26,1008,NW,8.05,0,0
12658,11,10,29,1007,NW,12.07,0,0
12659,10,10,30,1007,NW,15.2,0,0
12660,11,9,32,1007,NW,18.33,0,0
12661,13,9,32,1006,NW,22.35,0,0
12662,22,9,33,1005,cv,3.13,0,0
12663,15,9,35,1004,cv,4.92,0,0
12664,14,8,34,1004,cv,5.81,0,0
12665,17,10,33,1003,SE,3.13,0,0
12666,46,12,31,1004,SE,6.26,0,0
12667,48,12,30,1004,SE,11.18,0,0
12668,49,12,29,1005,SE,14.31,0,0
12669,39,13,27,1006,SE,17.44,0,0
12670,34,16,25,1006,SE,20.57,0,0
12671,45,16,23,1006,NE,3.13,0,0
12672,52,16,23,1006,SE,3.13,0,0
12673,63,16,23,1006,SE,4.92,0,0
12674,79,17,21,1007,cv,0.89,0,0
12675,85,17,20,1007,cv,1.78,0,0
12676,95,17,19,1007,SE,1.79,0,0
12677,96,17,19,1007,cv,0.89,0,0
12678,98,17,20,1008,cv,1.78,0,0
12679,117,17,23,1008,SE,1.79,0,0
12680,119,17,23,1008,SE,3.58,0,0
12681,103,17,26,1008,SE,5.37,0,0
12682,98,18,27,1007,cv,1.79,0,0
12683,96,17,29,1007,SE,3.13,0,0
12684,98,17,29,1007,SE,6.26,0,0
12685,95,16,31,1006,SE,9.39,0,0
12686,88,15,32,1005,cv,1.79,0,0
12687,83,14,34,1004,SE,3.13,0,0
12688,69,14,34,1004,SE,6.26,0,0
12689,65,13,34,1003,SE,9.39,0,0
12690,63,15,32,1002,SE,13.41,0,0
12691,45,16,31,1003,SE,16.54,0,0
12692,70,17,28,1003,SE,18.33,0,0
12693,63,19,28,1004,SE,22.35,0,0
12694,116,19,26,1005,SE,24.14,0,0
12695,127,19,25,1004,SE,27.27,0,0
12696,132,18,25,1004,SE,31.29,0,0
12697,147,17,23,1004,SE,34.42,0,0
12698,156,17,23,1004,SE,37.55,0,0
12699,125,16,22,1004,cv,0.89,0,0
12700,100,16,22,1004,cv,1.78,0,0
12701,93,16,21,1004,SE,1.79,0,0
12702,94,16,22,1004,SE,3.58,0,0
12703,94,16,24,1004,SE,5.37,0,0
12704,133,16,26,1004,SE,7.16,0,0
12705,153,16,28,1004,SE,8.95,0,0
12706,187,16,30,1004,cv,1.79,0,0
12707,195,16,31,1003,SE,3.13,0,0
12708,205,17,31,1003,SE,7.15,0,0
12709,234,17,33,1002,SE,11.17,0,0
12710,236,17,34,1001,SE,18.32,0,0
12711,231,17,34,1000,SE,24.13,0,0
12712,220,19,34,1000,SE,29.94,0,0
12713,175,15,33,1000,SE,35.75,0,0
12714,146,14,32,1000,SE,38.88,0,1
12715,151,17,31,1001,cv,0.89,0,2
12716,141,16,27,1002,SE,4.02,0,3
12717,142,20,23,1003,NW,4.92,0,5
12718,123,19,23,1003,NW,8.05,0,0
12719,78,19,23,1003,NW,12.07,0,0
12720,54,20,22,1002,NE,1.79,0,0
12721,71,20,22,1002,SE,1.79,0,0
12722,106,19,21,1002,cv,0.89,0,0
12723,128,19,21,1001,cv,1.78,0,0
12724,124,19,21,1002,SE,0.89,0,0
12725,135,19,21,1002,cv,0.89,0,0
12726,167,20,21,1003,cv,1.78,0,0
12727,165,19,23,1003,cv,2.67,0,0
12728,171,19,24,1003,SE,1.79,0,0
12729,170,20,25,1003,SE,4.92,0,0
12730,156,20,27,1003,SE,8.05,0,0
12731,167,20,29,1003,SE,11.18,0,0
12732,175,21,30,1003,SE,14.31,0,0
12733,164,20,31,1002,SE,20.12,0,0
12734,153,20,30,1001,SE,25.93,0,0
12735,152,20,29,1001,SE,31.74,0,0
12736,158,20,29,1001,SE,35.76,0,1
12737,144,18,29,1001,SE,39.78,0,0
12738,142,15,28,1001,SE,42.91,0,1
12739,135,19,21,1004,NE,5.81,0,2
12740,165,18,21,1003,SE,4.02,0,0
12741,198,17,22,1004,cv,0.89,0,0
12742,195,17,22,1005,cv,1.78,0,0
12743,138,18,21,1005,cv,2.67,0,1
12744,154,18,21,1004,NW,1.79,0,2
12745,192,19,21,1005,NW,4.92,0,3
12746,177,16,21,1005,NW,10.73,0,0
12747,120,16,21,1005,NW,14.75,0,0
12748,96,17,20,1006,cv,0.89,0,0
12749,80,17,18,1006,cv,1.78,0,0
12750,91,17,18,1006,NW,1.79,0,0
12751,76,17,19,1006,cv,0.89,0,0
12752,69,17,20,1007,cv,1.78,0,0
12753,69,17,20,1007,cv,2.67,0,0
12754,80,16,21,1007,SE,1.79,0,0
12755,95,17,22,1007,NE,3.13,0,0
12756,95,17,22,1006,SE,3.13,0,0
12757,97,17,23,1006,SE,6.26,0,0
12758,124,18,23,1005,SE,8.05,0,0
12759,140,18,24,1005,SE,11.18,0,0
12760,123,18,23,1005,SE,14.31,0,0
12761,139,18,23,1005,SE,16.1,0,0
12762,144,17,23,1006,SE,16.99,0,0
12763,135,18,22,1006,cv,0.89,0,0
12764,137,18,23,1007,SE,1.79,0,0
12765,113,17,22,1007,SE,4.92,0,0
12766,117,17,22,1008,cv,0.89,0,0
12767,114,17,21,1008,SE,3.13,0,0
12768,115,17,21,1008,SE,6.26,0,0
12769,134,17,21,1008,SE,9.39,0,0
12770,134,17,21,1008,SE,11.18,0,0
12771,125,17,21,1008,cv,0.89,0,0
12772,106,17,21,1008,cv,1.78,0,0
12773,121,18,20,1009,cv,2.23,0,0
12774,110,18,21,1009,NW,3.13,0,0
12775,115,18,22,1009,NW,4.92,0,0
12776,102,17,24,1009,cv,0.89,0,0
12777,88,17,24,1009,cv,1.78,0,0
12778,87,18,25,1009,cv,2.67,0,0
12779,85,18,26,1009,cv,4.46,0,0
12780,88,18,28,1008,cv,6.25,0,0
12781,85,19,29,1008,SE,1.79,0,0
12782,80,18,29,1007,cv,3.13,0,0
12783,67,18,30,1007,SE,3.13,0,0
12784,66,16,30,1006,cv,1.79,0,0
12785,69,18,30,1006,SE,4.02,0,0
12786,79,19,29,1006,SE,8.04,0,0
12787,89,19,27,1006,SE,11.17,0,0
12788,87,19,25,1007,SE,12.96,0,0
12789,104,19,24,1007,SE,14.75,0,0
12790,135,19,24,1008,SE,15.64,0,0
12791,142,19,23,1008,SE,17.43,0,0
12792,151,19,22,1008,SE,18.32,0,0
12793,179,19,21,1008,cv,0.89,0,0
12794,190,19,21,1008,SE,1.79,0,0
12795,194,19,21,1007,cv,0.89,0,0
12796,212,19,20,1008,cv,1.78,0,0
12797,257,19,20,1008,NE,0.89,0,0
12798,244,19,20,1008,NE,1.78,0,0
12799,257,20,23,1008,cv,0.45,0,0
12800,227,21,24,1007,cv,1.34,0,0
12801,198,20,26,1007,cv,2.23,0,0
12802,180,20,28,1007,cv,3.12,0,0
12803,154,19,30,1007,cv,4.01,0,0
12804,132,20,31,1007,NE,1.79,0,0
12805,106,19,32,1006,SE,3.13,0,0
12806,95,19,33,1005,cv,1.79,0,0
12807,101,15,33,1005,SE,4.02,0,0
12808,110,15,33,1005,SE,8.04,0,0
12809,99,18,33,1004,SE,12.06,0,0
12810,113,20,31,1004,SE,16.98,0,0
12811,147,19,30,1005,SE,20.11,0,0
12812,269,20,27,1006,SE,25.03,0,0
12813,285,20,26,1006,SE,29.95,0,0
12814,245,21,25,1007,SE,33.97,0,0
12815,237,20,23,1008,SE,35.76,0,0
12816,221,20,22,1008,SE,37.55,0,0
12817,221,20,22,1008,SE,39.34,0,0
12818,201,19,21,1008,SE,42.47,0,0
12819,195,19,21,1008,SE,44.26,0,0
12820,205,19,20,1008,cv,0.89,0,0
12821,242,19,20,1008,cv,1.78,0,0
12822,235,20,21,1008,SE,0.89,0,0
12823,209,20,21,1009,cv,0.89,0,0
12824,199,20,23,1009,cv,1.78,0,0
12825,198,21,25,1008,cv,2.67,0,0
12826,205,20,26,1008,cv,3.56,0,0
12827,207,21,27,1007,SE,1.79,0,0
12828,201,20,29,1007,cv,1.79,0,0
12829,182,21,30,1006,cv,3.58,0,0
12830,167,20,31,1005,SE,1.79,0,0
12831,161,20,31,1005,SE,4.92,0,0
12832,167,20,31,1005,SE,8.94,0,0
12833,155,20,32,1004,SE,12.07,0,0
12834,149,19,31,1004,SE,16.09,0,0
12835,158,19,29,1005,SE,20.11,0,0
12836,203,19,28,1005,SE,24.13,0,0
12837,209,18,26,1006,SE,28.15,0,0
12838,206,18,25,1006,SE,32.17,0,0
12839,217,17,24,1006,SE,33.96,0,0
12840,222,18,23,1006,SE,34.85,0,0
12841,236,17,23,1006,SE,36.64,0,0
12842,207,18,23,1006,SE,38.43,0,0
12843,254,18,22,1006,cv,0.89,0,0
12844,205,18,22,1006,cv,1.78,0,0
12845,230,18,20,1006,NE,0.89,0,0
12846,214,19,21,1006,cv,0.89,0,0
12847,187,19,23,1006,cv,1.78,0,0
12848,192,20,24,1006,cv,2.67,0,0
12849,184,20,25,1006,cv,3.56,0,0
12850,174,20,26,1006,SE,1.79,0,0
12851,185,20,29,1005,cv,0.89,0,0
12852,173,19,30,1004,cv,2.68,0,0
12853,158,20,31,1003,SE,1.79,0,0
12854,165,21,32,1003,SE,4.92,0,0
12855,134,20,34,1002,SE,8.05,0,0
12856,104,15,35,1002,SE,13.86,0,0
12857,120,15,34,1001,SE,18.78,0,0
12858,111,14,33,1001,SE,22.8,0,0
12859,139,14,32,1002,SE,25.93,0,0
12860,173,16,30,1002,SE,27.72,0,0
12861,192,18,28,1003,SE,29.51,0,0
12862,181,18,27,1003,SE,30.4,0,0
12863,183,18,26,1003,SE,32.19,0,0
12864,199,17,27,1003,SE,33.98,0,0
12865,183,17,27,1003,SE,37.11,0,0
12866,158,18,26,1003,SE,40.24,0,0
12867,160,18,26,1003,SE,43.37,0,0
12868,161,18,25,1003,SE,44.26,0,0
12869,171,19,24,1004,SE,46.05,0,0
12870,176,19,24,1004,SE,47.84,0,0
12871,176,20,26,1004,SE,49.63,0,0
12872,172,20,27,1004,SE,51.42,0,0
12873,169,19,29,1004,SE,54.55,0,0
12874,178,19,32,1004,SE,58.57,0,0
12875,149,19,33,1003,cv,4.02,0,0
12876,164,15,34,1003,SE,7.15,0,0
12877,117,15,34,1002,SE,12.96,0,0
12878,120,15,35,1001,SE,18.77,0,0
12879,109,15,35,1001,SE,23.69,0,0
12880,106,16,35,1000,SE,29.5,0,0
12881,137,15,34,1000,SE,33.52,0,0
12882,91,15,33,1000,SE,37.54,0,0
12883,91,15,32,1000,SE,41.56,0,0
12884,101,15,31,1000,SE,43.35,0,0
12885,116,16,30,1000,SE,46.48,0,0
12886,145,16,29,1000,SE,49.61,0,0
12887,164,17,28,1000,SE,52.74,0,0
12888,166,18,27,1000,SE,55.87,0,0
12889,156,18,27,1000,SE,59,0,0
12890,146,19,27,1000,SE,62.13,0,0
12891,137,19,26,999,SE,65.26,0,0
12892,145,19,26,999,SE,68.39,0,0
12893,146,19,25,999,SE,70.18,0,0
12894,204,19,25,999,cv,0.89,0,0
12895,231,20,26,999,cv,1.78,0,0
12896,217,20,26,999,SE,1.79,0,0
12897,187,20,26,999,SE,4.92,0,0
12898,194,20,26,999,SE,8.05,0,0
12899,204,20,26,999,SE,11.18,0,0
12900,251,21,27,999,cv,0.89,0,0
12901,337,21,27,998,SE,1.79,0,0
12902,402,21,27,998,SE,3.58,0,0
12903,432,21,27,998,SE,5.37,0,0
12904,442,21,27,998,SE,7.16,0,0
12905,459,21,27,997,SE,8.95,0,0
12906,445,22,27,997,SE,10.74,0,0
12907,352,22,27,997,SE,12.53,0,0
12908,399,22,27,997,SE,15.66,0,0
12909,132,22,26,998,SE,18.79,0,0
12910,99,22,26,998,SE,21.92,0,0
12911,136,22,24,998,cv,0.89,0,1
12912,139,22,24,998,SE,1.79,0,2
12913,145,22,24,998,SE,3.58,0,0
12914,152,23,23,997,SE,5.37,0,1
12915,150,23,23,997,cv,0.89,0,0
12916,152,22,23,997,SE,1.79,0,0
12917,185,22,23,997,SE,3.58,0,0
12918,166,22,23,998,SE,6.71,0,0
12919,169,22,23,998,SE,9.84,0,0
12920,182,22,23,998,SE,12.97,0,0
12921,166,22,24,998,SE,16.99,0,0
12922,160,22,24,998,SE,21.01,0,0
12923,169,22,25,998,SE,24.14,0,0
12924,185,22,25,998,SE,28.16,0,0
12925,184,22,25,998,SE,32.18,0,1
12926,182,22,25,997,SE,36.2,0,0
12927,163,22,25,997,SE,40.22,0,0
12928,179,21,25,998,SE,45.14,0,1
12929,194,19,20,999,NE,3.13,0,2
12930,133,19,20,999,NW,4.92,0,3
12931,51,19,20,999,NE,3.13,0,4
12932,44,19,20,1002,SE,3.13,0,5
12933,34,19,20,1003,SE,6.26,0,6
12934,36,19,20,1004,SE,10.28,0,7
12935,29,18,19,1004,NE,3.13,0,0
12936,49,19,20,1005,NE,6.26,0,0
12937,54,17,18,1005,NE,9.39,0,1
12938,22,17,18,1005,NE,13.41,0,2
12939,25,16,18,1006,NW,5.81,0,3
12940,11,16,17,1006,NW,10.73,0,4
12941,25,16,17,1007,NW,14.75,0,5
12942,18,16,17,1007,NW,17.88,0,6
12943,9,17,18,1008,NW,21.9,0,7
12944,8,17,19,1009,NW,26.82,0,0
12945,11,18,21,1009,NW,30.84,0,0
12946,16,16,23,1009,NW,34.86,0,0
12947,22,17,25,1009,NE,3.13,0,0
12948,18,15,26,1009,cv,1.79,0,0
12949,25,16,26,1009,cv,4.92,0,0
12950,20,14,28,1009,cv,6.71,0,0
12951,23,15,27,1009,NW,3.13,0,0
12952,25,15,28,1008,SE,4.02,0,0
12953,27,14,27,1009,cv,1.79,0,0
12954,34,15,27,1009,cv,4.92,0,0
12955,36,15,26,1009,NW,4.02,0,0
12956,35,15,26,1010,NW,8.04,0,0
12957,45,15,25,1011,NW,11.17,0,0
12958,48,15,24,1011,cv,1.79,0,0
12959,41,15,25,1011,NW,3.13,0,0
12960,51,17,21,1012,NW,4.92,0,0
12961,43,17,21,1012,NW,8.05,0,0
12962,50,17,19,1012,NW,9.84,0,0
12963,31,17,19,1012,NW,11.63,0,0
12964,34,17,19,1012,cv,0.89,0,0
12965,31,16,19,1012,NW,1.79,0,0
12966,22,17,20,1012,NW,3.58,0,0
12967,20,16,23,1013,NW,5.37,0,0
12968,22,16,24,1013,NE,3.13,0,0
12969,29,16,26,1013,NE,4.92,0,0
12970,23,15,27,1013,SE,1.79,0,0
12971,29,15,29,1012,cv,1.79,0,0
12972,30,13,29,1012,SE,3.13,0,0
12973,27,12,30,1011,cv,0.89,0,0
12974,18,13,30,1011,cv,2.68,0,0
12975,19,12,30,1010,SE,1.79,0,0
12976,22,12,31,1010,SE,3.58,0,0
12977,25,12,30,1009,SE,5.37,0,0
12978,25,14,29,1009,cv,0.89,0,0
12979,26,14,28,1009,SE,1.79,0,0
12980,40,15,26,1009,cv,0.89,0,0
12981,43,13,24,1009,cv,1.78,0,0
12982,62,16,23,1010,SE,3.13,0,0
12983,77,16,23,1010,SE,6.26,0,0
12984,102,17,22,1009,SE,8.05,0,0
12985,87,17,20,1009,cv,0.89,0,0
12986,91,17,20,1009,SE,1.79,0,0
12987,109,17,19,1008,NW,1.79,0,0
12988,134,15,19,1007,NW,5.81,0,0
12989,87,15,19,1007,NW,9.83,0,0
12990,56,15,20,1007,NW,13.85,0,0
12991,52,15,22,1007,NW,17.87,0,0
12992,52,15,24,1007,NW,21,0,0
12993,41,15,27,1006,NW,25.92,0,0
12994,29,13,27,1006,NW,31.73,0,0
12995,24,13,27,1005,NE,4.92,0,0
12996,16,14,30,1004,NE,8.05,0,0
12997,19,14,30,1003,NE,12.07,0,0
12998,16,15,30,1001,NE,13.86,0,0
12999,21,13,31,1001,cv,0.89,0,0
13000,20,15,31,1000,NE,1.79,0,0
13001,21,14,31,999,NE,4.92,0,0
13002,24,14,31,999,NE,8.05,0,0
13003,23,14,30,999,NE,11.18,0,0
13004,27,14,28,999,NE,12.07,0,0
13005,75,17,26,999,cv,0.89,0,0
13006,64,15,25,999,NW,1.79,0,0
13007,62,16,24,999,NW,4.92,0,0
13008,72,16,23,999,NW,8.05,0,0
13009,74,14,25,998,NW,12.07,0,0
13010,49,15,21,998,NW,15.2,0,0
13011,47,16,21,998,SE,1.79,0,0
13012,57,18,20,998,cv,0.89,0,0
13013,49,18,20,999,NE,0.89,0,0
13014,81,19,20,999,NE,1.78,0,0
13015,125,19,22,999,cv,0.89,0,0
13016,127,19,25,999,cv,1.78,0,0
13017,79,18,27,1000,cv,2.67,0,0
13018,59,14,29,999,cv,4.46,0,0
13019,36,12,30,999,NW,4.02,0,0
13020,26,12,31,998,cv,1.79,0,0
13021,30,13,31,998,cv,3.58,0,0
13022,16,14,31,998,SE,3.13,0,0
13023,31,12,30,998,SE,6.26,0,0
13024,39,15,30,998,SE,11.18,0,0
13025,40,15,30,998,SE,15.2,0,0
13026,51,14,30,999,SE,19.22,0,0
13027,53,15,28,999,SE,22.35,0,0
13028,58,15,28,1000,SE,24.14,0,0
13029,55,16,26,1000,SE,25.93,0,0
13030,56,17,26,1001,SE,29.06,0,0
13031,93,18,24,1001,SE,32.19,0,0
13032,108,18,24,1001,SE,33.08,0,0
13033,94,18,23,1001,SE,33.97,0,0
13034,112,18,22,1002,SE,35.76,0,0
13035,118,18,22,1001,SE,37.55,0,0
13036,121,18,21,1002,NE,1.79,0,0
13037,119,18,22,1002,cv,0.45,0,0
13038,127,18,22,1002,SE,0.89,0,0
13039,123,18,23,1003,NW,1.79,0,0
13040,125,18,24,1003,cv,0.89,0,0
13041,127,19,25,1003,NE,1.79,0,0
13042,205,19,27,1003,SE,1.79,0,0
13043,149,20,28,1003,NE,1.79,0,0
13044,162,20,29,1003,SE,1.79,0,0
13045,173,20,30,1002,cv,3.13,0,0
13046,202,20,32,1001,SE,3.13,0,0
13047,185,20,32,1001,SE,7.15,0,0
13048,166,19,33,1001,SE,11.17,0,0
13049,152,18,32,1001,SE,12.96,0,0
13050,137,18,31,1001,SE,16.09,0,0
13051,156,18,30,1001,SE,19.22,0,0
13052,132,19,30,1002,SE,22.35,0,0
13053,116,19,27,1003,SE,25.48,0,0
13054,113,19,27,1004,SE,28.61,0,0
13055,141,20,26,1004,SE,30.4,0,0
13056,177,19,24,1004,cv,0.89,0,0
13057,199,19,24,1004,NE,1.79,0,0
13058,226,19,23,1004,cv,0.89,0,0
13059,229,19,23,1003,cv,1.78,0,0
13060,242,20,22,1003,cv,2.23,0,0
13061,244,20,22,1004,cv,3.12,0,0
13062,265,20,23,1004,SE,0.89,0,0
13063,266,21,24,1005,cv,0.89,0,0
13064,259,21,24,1005,SE,1.79,0,0
13065,274,22,25,1005,SE,4.92,0,0
13066,275,22,26,1005,SE,6.71,0,0
13067,242,23,27,1005,SE,8.5,0,0
13068,232,22,28,1005,SE,10.29,0,0
13069,208,22,29,1004,SE,14.31,0,0
13070,204,22,30,1003,SE,18.33,0,0
13071,190,22,30,1003,SE,22.35,0,0
13072,223,22,30,1002,SE,27.27,0,0
13073,228,23,30,1002,SE,32.19,0,0
13074,243,22,28,1002,SE,37.11,0,0
13075,229,22,27,1002,SE,42.03,0,0
13076,224,22,27,1003,SE,46.95,0,0
13077,206,22,26,1003,SE,50.97,0,0
13078,226,22,25,1004,cv,0.89,0,0
13079,256,22,25,1004,SE,3.13,0,0
13080,266,22,24,1003,SE,6.26,0,0
13081,242,21,24,1003,SE,9.39,0,0
13082,255,22,23,1003,SE,11.18,0,1
13083,238,22,23,1002,NE,1.79,0,0
13084,229,22,23,1002,cv,0.89,0,0
13085,231,22,23,1002,SE,1.79,0,0
13086,219,22,23,1003,SE,4.92,0,0
13087,145,20,21,1003,SE,6.71,0,1
13088,35,21,22,1003,cv,0.89,0,2
13089,38,21,23,1003,cv,1.78,0,0
13090,37,21,23,1003,NE,1.79,0,0
13091,33,22,24,1003,cv,0.89,0,0
13092,48,21,25,1003,cv,1.78,0,0
13093,48,22,27,1002,cv,2.67,0,0
13094,47,21,28,1002,NE,1.79,0,0
13095,52,23,29,1002,SE,1.79,0,0
13096,58,23,29,1002,cv,1.79,0,0
13097,75,23,29,1001,SE,1.79,0,0
13098,113,23,28,1002,NE,3.13,0,0
13099,150,23,28,1002,SE,1.79,0,0
13100,213,23,27,1003,SE,3.58,0,0
13101,213,23,27,1003,SE,4.47,0,0
13102,218,23,27,1004,SE,6.26,0,0
13103,233,23,26,1004,SE,9.39,0,0
13104,245,23,26,1003,SE,11.18,0,0
13105,254,23,25,1003,SE,12.97,0,0
13106,232,23,25,1003,cv,0.89,0,0
13107,220,23,24,1002,cv,1.78,0,0
13108,222,22,24,1003,SE,1.79,0,0
13109,230,22,24,1003,cv,0.89,0,0
13110,226,23,24,1003,SE,0.89,0,0
13111,221,23,25,1003,cv,0.89,0,0
13112,206,23,25,1004,SE,4.92,0,1
13113,82,23,24,1004,SE,8.05,0,2
13114,29,23,24,1003,cv,0.89,0,3
13115,39,23,24,1003,SE,1.79,0,4
13116,61,24,25,1003,SE,4.92,0,0
13117,77,24,25,1003,SE,6.71,0,0
13118,93,23,26,1002,NE,3.13,0,1
13119,109,23,26,1001,SE,1.79,0,0
13120,94,23,26,1001,cv,0.89,0,0
13121,81,23,26,1001,SE,1.79,0,0
13122,91,23,26,1001,cv,0.89,0,0
13123,117,23,26,1001,SE,1.79,0,0
13124,121,23,25,1002,SE,3.58,0,0
13125,112,23,25,1002,SE,5.37,0,0
13126,108,24,25,1002,cv,0.89,0,0
13127,118,23,25,1002,SE,1.79,0,0
13128,133,23,24,1001,cv,0.89,0,0
13129,141,23,24,1001,SE,0.89,0,1
13130,150,23,24,1001,cv,0.89,0,0
13131,170,23,24,1001,cv,1.78,0,0
13132,165,23,24,1000,NE,1.79,0,1
13133,179,23,24,1000,NE,2.68,0,2
13134,153,23,24,1000,cv,0.89,0,3
13135,166,23,24,1001,SE,1.79,0,4
13136,165,24,25,1001,cv,0.89,0,5
13137,160,24,25,1001,cv,1.78,0,0
13138,176,24,26,1001,NW,4.02,0,0
13139,162,24,26,1001,NW,5.81,0,0
13140,144,23,27,1001,cv,0.89,0,0
13141,128,24,28,1000,SE,1.79,0,0
13142,140,24,28,1000,SE,3.58,0,0
13143,133,24,28,1000,SE,5.37,0,0
13144,122,24,28,999,cv,0.89,0,0
13145,164,24,28,999,cv,1.78,0,0
13146,155,24,28,999,cv,2.67,0,0
13147,170,23,27,1000,cv,4.46,0,0
13148,164,23,26,1000,SE,1.79,0,0
13149,187,23,25,1001,cv,0.89,0,0
13150,187,23,25,1001,cv,1.78,0,0
13151,198,23,24,1001,SE,1.79,0,0
13152,202,23,24,1001,SE,2.68,0,0
13153,215,23,24,1001,SE,4.47,0,0
13154,195,23,24,1001,cv,0.89,0,0
13155,195,23,23,1001,NE,0.89,0,0
13156,245,23,23,1001,cv,0.89,0,0
13157,224,22,23,1001,NW,1.79,0,0
13158,220,23,24,1002,NW,4.92,0,0
13159,244,23,25,1002,NW,8.94,0,0
13160,238,22,26,1003,NW,12.96,0,0
13161,140,19,27,1003,NW,16.98,0,0
13162,72,19,29,1003,NW,20.11,0,0
13163,47,16,31,1002,NE,4.02,0,0
13164,30,16,32,1002,NW,3.13,0,0
13165,26,15,33,1002,NW,4.92,0,0
13166,25,15,34,1001,cv,3.13,0,0
13167,19,14,34,1001,NE,1.79,0,0
13168,26,15,34,1001,cv,1.79,0,0
13169,23,15,34,1000,cv,2.68,0,0
13170,30,15,33,1001,SE,1.79,0,0
13171,44,18,31,1001,SE,4.92,0,0
13172,46,17,31,1002,SE,8.94,0,0
13173,44,18,31,1002,SE,13.86,0,0
13174,46,18,30,1002,SE,17.88,0,0
13175,56,18,29,1003,SE,21.9,0,0
13176,72,19,26,1003,NE,1.79,0,0
13177,96,20,24,1003,cv,0.89,0,0
13178,108,20,23,1004,NE,1.79,0,0
